thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_spiritual;yes_military;yes_demography;yes_treasure;yes_custom;override_no;answer_no;no_spiritual;no_military;no_demography;no_treasure;no_custom;vide
;_;823;diplomat;;;;He offers to stop the war for... 30 horses. Bargain.;;;;;15;-9;!nb_war_keep and !warSouth_keep and !warWest_keep and !warEast_keep and !warIslander_keep and !warViking_keep;;;;-10;-5;-10;;
;;824;barbare;!nb_war_keep;150;25;Damo adomi.;;;-10;5;20;30;;<i>Summon <diplomat></i>;;;;;;>;
;_;825;diplomat;;;;He's offering us to take part in a large cooperation between the major countries of the continent.;;;-10;5;20;30;;;;-5;;-5;-15;;
;;826;foreign_princess;age>5 and !crusade_keep;400;20;Sign a peace treaty with my country and we will guarantee 10 years of unenventful and boring prosperity.;;;;;;;>>;;;;10;-10;-5;;
;_;827;monk;;;;It's like... nothing is happening! God be praised!;;;;;;;>>;;;;;;;>>;
;_;828;monk;;;;There is only good news this year. Your Kingdom is a paradise!;;;;;;;>>;;;;;;;>>;
;_;829;monk;;;;So... we almost went to war with the East, but it didn't happen in the end.;;;;;;;>>_loopprosper;;;;;;;>>_loopprosper;
;_loopprosper;830;anyone;;;10;Nothing, absolutely nothing is happening.;<i>Play games</i>;;;;;;>>_loopprosper and nb_prosper+;<i>Escape</i>;;;;;;>_end_selfexile;
;_loopprosper;831;foreign_princess;nb_prosper>6;;max;It was painful, wasn't it? But don't worry, it's over now. ;What?;;;;;;;What?;;;;;;;
;_end_selfexile;832;end>dead_king_unknow;;;10;<i>You decide to slip out of the castle in the dead of night. What happened to you? A lot of mysterious adventures.</i>;;;;;;;;;;;;;;;
;;833;werewolf;;300;14;I opened a trendy tavern near the harbour. Will you graciously loan me some money?;;;-5;;5;-10;>>>>>>>>>>;;;10;;;;;
;;834;priest;has_parker and has_werewolf;300;3;I heard about a new place of bestial perdition down in the harbour. We should close it.;;<priest> almost dragged you to the tavern. It's full of loud noises and strange smells.;;;-10;-10;>_party;Not so fast;<priest> almost dragged you to the tavern. It's full of loud noises and strange smells.;;;;;>_party;
;_party;835;werewolf;;10;100;What are you doing here?;Passing by...;;;;;;>_party;I'm going to...;;;;;;>_party;
;_party;836;parker;;10;100;You like this place? I invested in it. So many weird delinquents with animal masks.;What...;;;;;;>_party;You...;;;;;;>_party;
;_party;837;general;;10;100;La vita è roôoosa <i>(dancing wildly...)</i>;Well...;;;;;;>_party;Ho...;;;;;;>_party;
;_party;838;nun;;10;100;Hu... This is not me, I'm not here.;Dance with me!;;;;;;>_party;Nooooo...;;;;;;>_party;
;_party;839;priest;;;1;Enough your majesty! You need to close this stinky hole!;;;;;-10;-10;;;;-20;8;5;8;;
;;840;nobleman;;300;12;There's been a robbery! The treasure has been attacked by a bold gang.;;;;;;-30;;Friends of yours?;<i><nobleman> defended himself vehemently. In the end he told you about his accomplices and you found half the treasure.</i>;;;;-10;;
;;841;explorator;dynasty>8;300;12;During my travels I found an elephant!;Show me!;;;;;;>;I don't believe you;;;;;;>;
;_;842;dragon;;;;Shhh... <i>(breathing fire)</i>;Haaa!;;;;;;>;It's not an elephant;;;;;;>;
;_unmaskelephant;843;explorator;;;;A dragon? ha ha, you're kidding me. Dragons don't exist.;Sure...;<i>Everyone pretended the dragon was an elephant. You finally managed to get rid of it by selling it to a nomadic circus.</i>;;;;15;;This one does;<i>The unmasked "elephant" destroyed a large part of the castle before escaping.</i>;;-15;-5;-10;;
;;844;prophet;;300;15;You're a miscreant spitting in the face of God! Your priests are a sorry band of pagans! <i>(blinking heavily)</i>;En garde;;10;;;;>_duel_prophet;Out. Now.;;5;;;;;
;_duel_prophet;845;prophet;!duel_won;;10;How did you manage to lose this duel? You're rubbish.;En garde;;;;;;>_duel_prophet;Get lost;;;;;;;
;_duel_prophet;846;prophet;duel_won;;10;I'm dying... <i>(faking agony)</i> The King killed me! I'm a martyr!;;;;;;;>>;;;;;;;>>;
;_;847;prophet>saint;;;;Thanks to you, I'm now a saint! I'm creating a new church!;All right;;15;;;;>;You can't do that!;;-15;;;;>_badanswersaint;
;_;848;prophet>saint;;;;Good answer! See, I have a large following already. ;;;5;;;;>_reacpriest;;;-5;;;;>_reacpriest;
;_badanswersaint;849;prophet>saint;;;;Bad answer! See, I have a large following already. ;;;5;;;;>_reacpriest;;;-5;;;;>_reacpriest;
;_reacpriest;850;priest;;;;This is obviously not going to end well.;I can't do anything!;;-10;;;;>;And?;;-5;;;;>;
;_schizm;851;nobleman;;;;The Church is going through a schizm! You have to give more power to the priesthood or the backlash will be terrible.;;;20;;;;inquisition and theocracy;;<i>Both parts of the Church fought for a long time, for a result that was not really clear.</i>;5;;10;;;
;;852;black_bird;;300;12;The message says: <i>A griffin has devastated the garrison from the South.</i>;<i>Send money</i>;;;;;-20;>>>>>>>revealbird;<i>Ignore</i>;;;-10;-10;;>>>>>>>revealbird;
;;853;black_bird;;300;12;The message says: <i>A dragon is said to have planned the invasion of your treasury.</i>;Reinforce security;;;;;-10;;Must be a lizard;;;;;;>;
;_;854;dragon;;;;No need to be insulting.;Here is the treasure;Thank you kindly, <i>answered the dragon.</i>;;;;-20;;En garde!;;;;;;>_end_dragon;
;revealbird;855;bird;;del;12;<i>The message says: Don't believe the black bird. It's all fake news.</i>;I...;;;;;;>;Why...;;;;;;>;
;_;856;black_bird;;;;<i>The message says: <bird> is a puppet in the hands of bad people. Sad.</i>;I...;;;;;;>;Why...;;;;;;>;
;_;857;bird;;;;You little scoundrel, I will pluck you one feather at a time.;I...;;;;;;>;Why...;;;;;;>;
;_;858;black_bird;;;;Yeah, try that, my sweet little white dove. Try that.;Hey!;<i>Both birds look at you, finally noticing your presence.</i>;;;;;>;Ho!;<i>Both birds look at you, finally noticing your presence.</i>;;;;;>;
;_;859;bird;;;;Ha, well done fluttering demon. Great work. Now he knows <i>(looking at you)</i>.;;;;;;;>;;;;;;;>;
;_;860;bird;;;;All this time spent painfully writing my powerful messages, all for nothing.;;;;;;;>;;;;;;;>;
;_;861;bird;;;;Yes, I am the real author of the messages. But would you have believed a pigeon?;;;;;;;>;;;;;;;>;
;_;862;black_bird;;;;Don't listen. I have proof that he was not even born in the castle's rookery.;;;;;;;>;;;;;;;>;
;_birdchoice;863;bird;;;;All fake and divisive. You have a choice, my King. Only one bird can remain. Which one?;You;;;;;;del_black_bird;The other one;;;;;;>>>>>>deathblack and del_bird;
;deathblack;864;black_bird;;200;8;<i>The message says: Islanders are preparing an invasion of the Kingdom.</i>;Send the army!;<i>The army was mobilized against an enemy that never materialized.</i>;;-30;;;;It's not true;;5;10;5;5;;
death and accidents;_end_toorich;865;end>dead_king_arrow;;;100;During the party, someone started an archery game. It didn't end well for you.;;;;;;;;;;;;;;;
death and accidents;_end_toorich;866;end>dead_king_acid;;;100;A huge cask of strong ale was brought into the castle. Too drunk, you fell in during the party.;;;;;;;;;;;;;;;
;;867;foreign_princess;hopen_keep and !strawberry_keep and niceskel_keep;del;24;I know you're looking for something in Lamascus. I can help you find it, but you have to make a promise to me.;;;-5;-5;;;>;;;;;;;;
;_;868;foreign_princess;;;;You or your descendants will not occupy our country again, whatever the pressure you receive.;;;-5;;;;>;;;;;;;;
;_;869;foreign_princess;;;;Follow me.;;<i>You follow <foreign_princess> in a nameless sloop anchored in the port. For weeks and weeks you traveled, until you finally reach Lamascus. You enter the city by a hidden gate.</i>;;;;;> and pledge_keep;;;;;;;;
;_;870;homunculus;;;;Here you are! Come closer my friend...;Why would...;;;;;;>_trackpledge;What is...;;;;;;>_trackpledge;
;;871;foreign_princess;pledge_keep and crusade_keep;300;200;Did you really think my people would forget your pledge?;What...;;-100;-100;-100;-100;!crusade_keep and >_end_ants;What...;;-100;-100;-100;-100;!crusade_keep and >_end_ants;
;_end_ants;872;end>dead_king_ants;;;;<i>You're waking up a few days later under a burning sun, paralyzed, slowly eaten by giant red ants.</i>;;;;;;;;;;;;;;;
;;873;black_bird;;300;12;<i>The message says: A giant is shaking the ground near Pavoli. Send your priests to help!</i>;;;-5;;-30;-10;;Send the army;;;-10;-5;;;
;;874;foreign_princess;;300;14;Your army persecutes my people in the name of your God. Condemn them, it's a crime.;;;-5;-5;20;15;;;;;;-10;-10;;
;;875;priest;;300;12;Your soldiers are bullying some priests and their congregation into paying money for their protection. Make them stop!;;;10;-10;10;-5;>;;;-20;;-20;;;
;_;876;general;;;;It's a lie! We're only asking for the money they have to pay to the crown. You are too lax with them!;All right;;-30;5;-30;-5;;Lower the taxes;;5;5;5;;;
;;877;executioner;;300;12;I don't like <farmer>. He's a whimpering lier.;You're right;;;;-5;;>>>>>>>;But a useful one;;;;;;>>>>>>>;
;_;878;farmer;;;;The cattle are dying from an epidemic, more and more every day. Help your farmers contain it!;;;;;5;-10;>;;;;;10;5;>;
;_;879;executioner;;;;Here, that was a lie, and you bought it with great satisfaction, well done.;;;;;;;>>>>>>>>>>>>>>>>>;;;;;;;>>>>>>>>>>>>>>;
;;880;farmer;;300;6;I don't like <executioner>. He's a lazy fraud.;;;;-5;;;;;;;5;5;;;
;;881;priest;;300;14;A miracle happened in the South, a statue of the prophet is weeping blood. We should claim it's genuine.;;;15;;-5;-5;;;;-10;;10;;;
;;882;jester;spin_keep;300;14;I saw strange lights in the sky last night. Maybe it's a sign that my destiny is to rule this Kingdom.;;;;;;;>;;;;;;;>;
;_;883;monk;;;;The scholars are convinced. It's a miracle. Do you want to recognize it?;;<i>It backfired quickly. The jester, now a saint, managed to ridicule the Church by selling a lot of gruesome "miraculous visions".</i>;-30;-10;-10;;;;;;;;;;
;;884;foreign_princess;;300;14;I have a legal issue with one of your merchants about his trade. Making a case takes too long in your Kingdom.;I will reform justice;;;5;5;10;;Good luck;;5;;;-15;;
;;885;witch;;300;14;A duke decided to reestablish the feudal right allowing a Lord to bed a woman during her wedding night.;Let him do as he wants;;-5;5;-20;;;That shall not pass;;;-4;10;;;
;;886;general;!warSouth_keep and !warWest_keep;300;14;The South is asking for help in their conflict with the West. Should we send our army as neutral observers? They pay.;;;;-10;;30;>>>>;;;;;-4;-5;;
;_;887;diplomat;;;;Our soldiers were over zealous. Now we're both at war with the South and the West.;Nice;;;-10;;;warSouth_keep and warWest_keep and nb_war_keep++;Bring back the army;;;10;-20;-10;warSouth_keep and warWest_keep and nb_war_keep++;
